	DJIA	SP500	Nasdaq_100	DAX	FTSE_100	CAC_40	FTSE_MIB	IBEX_35	Nikkei	HangSengIndex	CSI 300	Merval	Bovespa	Inmex	S&P TSX_60	BIST_100	FTSE_JSE Africa	Kospi	ååÇÅ	êíë	Sensex	All Ordinaries	Straits Times	MSCI Russia	MSCI EMF
13.01.1998	7732,13	952,119995	995,049988	4150,009766	5083,9	2902,899902	26066	7492,200195	14755,94043	8720		603,380005	9416			3413,929932		463,73999	73,34	341,76	3431,719971	2605,300049	1156,5		
14.01.1998	7784,69	957,940002	996,369995	4145,410156	5106,9	2919,800049	26219	7550,600098	15121,98047	9226,599609		609,789978	9349			3284,929932		475,130005	74,16	338,42	3400,790039	2584,5	1243,3		
15.01.1998	7691,77	950,72998	995,580017	4140,220215	5165,8	2932,800049	26300	7578,299805	15121,98047	8579		600,419983	9140			3294,590088		505,980011	70,62	329,89	3365,780029	2614	1233,4		
16.01.1998	7753,55	961,51001	1005,869995	4216,240234	5263,1	2976,100098	26683	7723,899902	16046,4502	8900		614,419983	9448			3384,830078		488,100006	70,61	334,54	3382,320068	2614	1245,3		
19.01.1998	7753,55	961,51001	1005,869995	4290,049805	5273,6	2987	26381	7732,399902	16262,04004	9400,400391		628,650024	9753			3513,090088		528,77002	73,4	339,47	3480,860107	2639,399902	1327,2		
20.01.1998	7873,12	978,599976	1026,880005	4310,830078	5278,2	3008,300049	26803	7807,100098	16366,53027	9433,700195		627,049988	9568			3477,929932		533,549988	73,33	338,32	3455,949951	2622,800049	1296,9		
21.01.1998	7794,4	970,809998	1026,52002	4250,470215	5272,3	2998,100098	26483	7812,100098	16684,41992	9246,799805		615,539978	9385			3523,929932		506,660004	71,7	325,34	3418,340088	2599,399902	1311,4		
22.01.1998	7730,88	963,039978	1020,630005	4238,77002	5253,1	2988,600098	26703	7839,299805	16405,68945	8883,700195		610,780029	9709			3452,209961		483,98999	67,75	308,8	3380,300049	2623,300049	1269,5		
23.01.1998	7700,74	957,590027	1024,469971	4222,160156	5181,4	2966,199951	26368	7749,100098	16789,10938	8920,200195		608,900024	9468			3459,820068		486,859985	65,98	294,71	3351,209961	2623,300049	1259,8		
26.01.1998	7712,94	956,950012	1016,400024	4266,339844	5237,2	3000,5	26500	7854	17073,33008	8973,900391		611,690002	9513			3517,159912		518,640015	60,34	280,59	3351,209961	2603,899902	1256,3		
27.01.1998	7815,08	969,02002	1035,76001	4316,049805	5326,3	3052	26754	7924,600098	16981,61914	9252,400391		628,51001	9651			3515,370117		518,640015	62,99	284,39	3276,209961	2621,100098	1259,9		
28.01.1998	7915,47	977,460022	1063,199951	4385,290039	5372,6	3088,300049	26966	7953,600098	16973,83008	9252,400391		629,700012	9773			3547,179932		518,640015	62,71	276,88	3209,550049	2642,699951	1259,9		
29.01.1998	7973,02	985,48999	1069	4444,529785	5422,4	3133,800049	27191	7940,399902	17014,58984	9252,400391		624,969971	9786			3547,179932		518,640015	57,95	265,93	3224,360107	2656,699951	1259,9		
30.01.1998	7906,5	980,280029	1071,130005	4442,529785	5458,5	3172,100098	27549	7959	16628,4707	9252,400391		612,380005	9720			3547,179932		558,330017	62,21	284,35	3224,360107	2656,699951	1259,9		
02.02.1998	8107,78	1001,27002	1100,98999	4529,879883	5599	3187,5	27737	8096,700195	16776,82031	10578,59961		642,669983	9973			3367,209961		543,679993	67,39	300,61	3354,800049	2654,399902	1433		
03.02.1998	8160,35	1006	1111,26001	4529,180176	5612,8	3188,399902	27525	8104,200195	17022,98047	10525,5		654,359985	10055			3249,070068		550,210022	65,96	291,31	3354,879883	2656,899902	1417,9		
04.02.1998	8129,71	1006,900024	1124,439941	4509,25	5595,8	3166,300049	27920	8166,5	16882,61914	10302,59961		662,02002	9971			3034,830078		547,280029	64,1	284,8	3319,189941	2657,899902	1425,2		
05.02.1998	8117,25	1003,539978	1114,859985	4494,720215	5606,4	3189,600098	28206	8109,899902	17003,30078	10442,09961		655,929993	9948			2981,5		528,049988	67,48	299,58	3352,47998	2656,100098	1492,2		
06.02.1998	8189,49	1012,460022	1134,319946	4536,910156	5629,7	3216,699951	28389	8182,5	17040,06055	10485,90039		658	10011			2986,570068		540,450012	70,4	304,04	3366,699951	2656,100098	1536,9		
09.02.1998	8180,52	1010,73999	1122,719971	4519,560059	5600,9	3220,899902	28267	8048,5	17205	10873,2002		659	10240			2847,51001		554,23999	71,36	307,71	3348,350098	2668	1543,7		
10.02.1998	8295,61	1019,01001	1139,790039	4558,620117	5613,3	3235,800049	28708	8084,899902	17205,08984	10859,7002		670,72998	10278			2777,080078		541,77002	69,71	302,68	3317,699951	2678	1603		
11.02.1998	8314,55	1020,01001	1138,810059	4552,459961	5607,9	3240	28923	8155,700195	17205,08984	10793,40039		677,830017	10485			2926,870117		520,140015	72,15	311,6	3292,909912	2674,300049	1621,3		
12.02.1998	8369,6	1024,140015	1144,800049	4509,370117	5552,5	3178,699951	28464	8062,600098	17174,92969	10620		678,650024	10350			3008,040039		512,48999	70,63	302,53	3293,889893	2653	1600,3		
13.02.1998	8370,1	1020,090027	1136,689941	4522,419922	5582,3	3187,699951	28477	8113,399902	16791,00977	10274,59961		674,460022	10391			3014,580078		506,200012	69,6	302,24	3373,530029	2653	1552,7		
16.02.1998	8370,1	1020,090027	1136,689941	4535,560059	5619,9	3225,100098	28613	8144,799805	16775,51953	10124		673,26001	10233			3037,110107		476,980011	70,32	303,5	3449,77002	2657	1481,6		
17.02.1998	8398,5	1022,76001	1128,630005	4627,419922	5709,5	3280,5	28945	8283,700195	16790,71094	10232		670,02002	10420			3103,189941		471,730011	72,09	309,65	3413,360107	2661,199951	1496,9		
18.02.1998	8451,06	1032,079956	1140,73999	4611,660156	5723,4	3281,699951	28701	8324,700195	16613,89063	10671		666,76001	10322			3105,139893		487,730011	71,44	303,02	3401,879883	2658,800049	1539		
19.02.1998	8375,58	1028,280029	1156,75	4581,080078	5718,5	3250,600098	28247	8358	16616,48047	10581,29981		673,849976	10236			2908,429932		513,450012	71,72	305,24	3437,639893	2645,100098	1553,5		
20.02.1998	8413,94	1034,209961	1159,72998	4583,029785	5751,6	3262,5	27847	8516,799805	16756,24023	10600		675,330017	10319			2973		522,130005	71,78	305,81	3417,300049	2645,100098	1545,8		
23.02.1998	8410,2	1038,140015	1185,530029	4610,660156	5702,8	3273,5	27759	8511,299805	16609,49023	10685,2002		680,559998	10319			3306,810059		543,059998	73,04	311,93	3478,399902	2666,199951	1551,9		
24.02.1998	8370,1	1030,560059	1172,400024	4604,549805	5651	3262,300049	27774	8641,400391	16198	10683,29981		682,340027	10319			3225,719971		540,890015	72,6	307,13	3484,689941	2675,699951	1561,8		
25.02.1998	8457,78	1042,900024	1200,390015	4704,580078	5745,1	3348,199951	28564	8818,5	16360,63965	10886,7002		690,640015	10546			3333,439941		516,380005	72,49	306,74	3484,689941	2696	1583,2		
26.02.1998	8490,67	1048,670044	1206,969971	4695,779785	5764,8	3397	28591	8783,200195	16501,69922	11224,79981		682,51001	10557			3402,419922		524,97998	73,76	309,21	3571,629883	2697,399902	1595		
27.02.1998	8545,72	1049,339966	1194,130005	4693,859863	5767,3	3421,899902	28542	8900,099609	16831,66992	11480,7002		686,640015	10571			3272,209961		548,419983	73,38	309,56	3622,219971	2697,399902	1615,4		
02.03.1998	8550,45	1047,699951	1177,589966	4781,620117	5820,6	3446,699951	29299	9112,599609	17264,33984	11318,79981		683,969971	10845			3346,649902		574,349976	75,16	323,91	3772,610107	2684,399902	1610,6		
03.03.1998	8584,83	1052,02002	1175,719971	4759,620117	5807,7	3414,899902	29431	9132,099609	17168,33008	11425,5		676,330017	10845			3353,560059		570,890015	76,6	321,44	3772,610107	2705,399902	1592,9		
04.03.1998	8539,24	1047,329956	1179,869995	4690,52002	5733,1	3381,300049	29262	8929,900391	17095,59961	11350,79981		676,280029	10899			3320,560059		572,76001	77,21	334,18	3743,929932	2652,699951	1571,5		
05.03.1998	8444,33	1035,050049	1126,829956	4676,419922	5695,6	3395,800049	29414	8958,299805	16848,55078	10803,7002		662,98999	10948			3406,139893		535,679993	76,66	328,12	3714,620117	2667,600098	1579,7		
06.03.1998	8569,39	1055,689941	1163,109985	4762,709961	5782,9	3483,199951	29846	9227,299805	17131,9707	10919,5		666,960022	11159			3469,810059		522,549988	77,85	339,66	3708,580078	2667,600098	1571,2		
09.03.1998	8567,14	1052,310059	1128,369995	4828,890137	5818,9	3525,899902	30282	9269,5	16972,5293	10994,09961		658,98999	11167			3514,01001		507,709991	77,85	339,66	3807,209961	2692,899902	1538,7		
10.03.1998	8643,12	1064,25	1148,609985	4852,220215	5828,5	3521,5	30426	9261,799805	16982,82031	10898,59961		663,52002	11181			3529,370117		525,559998	79,8	354,56	3798,25	2714,800049	1546,1		
11.03.1998	8675,75	1068,469971	1153,869995	4862,410156	5829,8	3539,399902	30424	9262,099609	16756,14063	11118,90039		670,26001	11223			3519,300049		531,049988	82,91	357,09	3752,090088	2719,5	1577,8		
12.03.1998	8659,56	1069,920044	1163,27002	4838,669922	5794,8	3526,600098	30285	9347,900391	16575,2207	10902,5		673,97998	11356			3492,870117		535,840027	81,29	350,31	3716,5	2731,600098	1580,8		
13.03.1998	8602,52	1068,609985	1169,290039	4872,240234	5782,3	3540,199951	30739	9450,5	17060,14063	11057		675,130005	11566			3389,22998		536,159973	80,95	350,2	3716,5	2731,600098	1598,6		
16.03.1998	8718,85	1079,27002	1180,170044	4905,589844	5785,1	3598,300049	31283	9448,799805	16861,14063	11181,5		677,030029	11601			3377,409912		528,880005	80,88	349,35	3785,22998	2767,100098	1604,8		
17.03.1998	8749,99	1080,449951	1167,890015	4945,910156	5834,9	3661,300049	31378	9521,200195	16997,19922	11255,5		670,619995	11808			3397,449951		515,51001	78,43	332,15	3791,169922	2769,600098	1621,3		
18.03.1998	8775,4	1085,52002	1177,01001	4908,549805	5903,6	3652,5	31510	9503	16619,67969	11121,7002		674,530029	11894			3305,679932		518,080017	76,03	325,06	3825,02002	2772,600098	1645,3		
19.03.1998	8803,05	1089,73999	1186,160034	4949,910156	5997,9	3688,699951	31602	9503	16679,01953	11445		676,98999	11832			3247,669922		521,72998	77,4	331,61	3820,870117	2775,199951	1698,8		
20.03.1998	8906,43	1099,160034	1169,430054	5045,160156	5956,3	3688,899902	32205	9797,099609	16830,4707	11564,2002		688,190002	11919			3269,790039		525,950012	78,75	335,78	3840,399902	2775,199951	1679,1		
23.03.1998	8816,25	1095,550049	1179,180054	5014,129883	5947	3680,100098	32554	9940,599609	16868,83008	11594,29981		705,880005	12025			3266,810059		511,899994	77,42	342,85	3963,810059	2792	1660,4		
24.03.1998	8904,44	1105,650024	1197,810059	5064,350098	5983,7	3738,5	33625	10093,90039	16606,39063	11645,40039		708,26001	11905			3241,090088		508,429993	80,39	344,75	3927,669922	2781,600098	1640,5		
25.03.1998	8872,8	1101,930054	1214,819946	5114,129883	5967,9	3818,699951	34006	10303	16658,33984	11810,59961		698,690002	11756			3300,909912		510,140015	79,11	341,89	3949,570068	2781,100098	1667,2		
26.03.1998	8846,89	1100,800049	1217,939941	5029	5905,6	3783,800049	34118	10171	16980,61914	11757,90039		713,539978	11945			3338,219971		501,130005	78,11	335,03	3891,75	2762,699951	1651,6		
27.03.1998	8796,08	1095,439941	1211,640015	5066,899902	5939,3	3810,199951	33781	10242,90039	16739,25977	11735,5		710,280029	11900			3313,76001		503,079987	78,99	341,48	3908,600098	2762,699951	1653,9		
30.03.1998	8782,12	1093,599976	1206,640015	5069,890137	5911,9	3800,199951	34213	10225,7002	16263,04004	11503,79981		715,929993	11750			3222,790039		482,329987	77,91	331,28	3897,97998	2741	1648,6		
31.03.1998	8799,81	1101,75	1220,660034	5097,25	5932,2	3875,300049	34545	10209,09961	16527,16992	11518,7002		709,969971	11947			3259,060059		481,040009	76,35	325,5	3892,75	2744,199951	1629,2		
01.04.1998	8868,32	1108,150024	1228,410034	5135,350098	6017,6	3883,300049	35582	10352,29981	16241,66016	11331,40039		710,659973	11837			3260,310059		468,220001	75,42	321,91	3969,570068	2752,899902	1600,1		
02.04.1998	8986,64	1120,01001	1230,180054	5179,040039	6052,8	3935,899902	36261	10414,90039	15702,90039	11189,7002		705,960022	11858			3344,419922		453,660004	76,19	323,13	3992,719971	2757	1568,6		
03.04.1998	8983,41	1122,699951	1233,660034	5254,319824	6064,2	3932	36073	10572,29981	15517,78027	11052,7002		683,950012	11634			3443,040039		434,450012	74,54	313,48	4076,050049	2770,800049	1551,5		
06.04.1998	9033,23	1121,380005	1205,369995	5345,890137	6105,8	3986,800049	37437	10814,09961	15705,99023	11052,7002		678,070007	11948			3443,040039		435,920013	74,61	316,42	4170,220215	2795,600098	1549,9		
07.04.1998	8956,5	1109,550049	1182,130005	5309,669922	6094	3903,300049	36407	10690	15978,71973	11049,40039		658,799988	11847			3443,040039		459,579987	74,96	316,33	4194,27002	2794,800049	1549,9		
08.04.1998	8891,48	1101,650024	1191,060059	5267,350098	6055,2	3873,899902	35104	10534,7002	16376,62012	11314,5		660,830017	11975			3443,040039		455,529999	74,37	312,52	4194,27002	2813,5	1573,1		
09.04.1998	8994,86	1110,670044	1196,900024	5312,25	6105,5	3894,5	34516	10534,7002	16536,66016	11342		660,830017	11975			3443,040039		468,109985	73,58	306,39	4194,27002	2805,800049	1594,1		
10.04.1998	8994,86	1110,670044	1196,900024	5312,25	6105,5	3894,5	34960	10534,7002	16481,11914	11342		660,830017	11975			3443,040039		468,290009	72,69	308,96	4118,290039	2805,800049	1594,1		
13.04.1998	9012,3	1109,689941	1202,969971	5312,25	6105,5	3894,5	34960	10534,7002	16317,58008	11342		664,640015	12121			3645,409912		494,890015	73,83	310,07	4085,929932	2805,800049	1586,9		
14.04.1998	9110,2	1115,75	1213,119995	5367,97998	6104,1	3867,699951	35697	10509,59961	16277,32031	11420,29981		677,210022	12270			3662,98999		467,630005	73,59	308,85	4085,929932	2840,899902	1561,6		
15.04.1998	9162,27	1119,319946	1231,359985	5359,240234	6074,1	3884,600098	36483	10339,59961	16299,29981	11371,09961		683,059998	12299			3821,75		467,869995	74,8	313,12	4192,5	2870,5	1543,9		
16.04.1998	9076,57	1108,170044	1227,530029	5292,970215	6002	3845,899902	35690	10323,59961	15883,76953	11187,79981		680,690002	12091			4054,379883		454,149994	75,38	319,83	4134,319824	2881,399902	1515,2		
17.04.1998	9167,5	1122,719971	1231,25	5326,629883	5922,2	3861,600098	35829	10410,2002	15703,79981	11001,29981		693,219971	12109			4120,899902		450,230011	75,37	312,69	4186,759766	2867,5	1515,2		
20.04.1998	9141,84	1123,650024	1253,109985	5407,930176	5954,1	3885,699951	35729	10482,7002	15697,09961	11151,59961		699,630005	12028			4101,279785		435,730011	74,95	312,84	4210,72998	2872,5	1510,4		
21.04.1998	9184,94	1126,670044	1269,699951	5373,799805	5955	3860,399902	35948	10429,40039	15825,66992	10968,29981		703,679993	12028			4265,680176		439,209991	75,23	314,26	4280,959961	2866,399902	1492,3		
22.04.1998	9176,72	1130,540039	1290,900024	5312,279785	5931,2	3835,100098	35812	10291,79981	15761,54004	10977,5		710,659973	11703			4365,77002		431,809998	76,67	317,48	4179,439941	2856,800049	1475,5		
23.04.1998	9143,33	1119,579956	1258,579956	5262,569824	5898,1	3822,100098	34504	9966,599609	15761,69043	10918,90039		703,669983	11572			4365,77002		416,540009	78,54	322,1	4092,22998	2877,800049	1495,9		
24.04.1998	9064,62	1107,900024	1250,140015	5144,419922	5863,9	3788,699951	33181	9888,299805	16011,24023	10879,90039		701,210022	11728			4089,570068		414,559998	79,96	326,16	4050,97998	2854,899902	1491,3		
27.04.1998	8917,64	1086,540039	1220,050049	5002,709961	5722,4	3689,399902	31136	9549,599609	15649,9502	10593,7002		676,659973	11057			4020,860107		406,25	77,38	309,63	4082,830078	2818	1471,5		
28.04.1998	8898,96	1085,109985	1222,5	5110,879883	5806,6	3777,22998	32632	9904	15395,42969	10678,61035		683,640015	11377			3873,560059		402,390015	74,06	304,13	4082,830078	2781,300049	1481,77		
29.04.1998	8951,52	1094,619995	1239,560059	5083,799805	5833,1	3733,929932	31463	9678	15395,42969	10471,15039		692,440002	11528			3983,159912		417,049988	75,17	306,21	3970,280029	2749,100098	1502,11		
30.04.1998	9063,37	1111,75	1248,119995	5241,22998	5928,4	3880,919922	32764	10025,59961	15641,25977	10383,67969		698,900024	11677			4194,5		421,220001	75,66	312,37	4006,810059	2762,100098	1493,4		
01.05.1998	9147,07	1121	1251,530029	5241,22998	6010,3	3880,919922	32764	10025,59961	15601,09961	10563,67969		698,900024	11677			4231,109863		421,220001	75,66	312,37	4006,810059	2804,199951	1493,4		
04.05.1998	9192,66	1122,069946	1255,819946	5337,75	6010,3	3974,25	34218	10259,79981	15601,09961	10439,41992		701,909973	11507			4265,490234		391,799988	75,66	312,37	4135,810059	2812,300049	1476,4		
05.05.1998	9147,57	1115,5	1247,27002	5226,200195	5986,5	3944,909912	33840	10001,5	15601,09961	10153,66016		705,799988	11555			4258,77002		391,799988	78,09	315,21	4147,290039	2803,5	1469,27		
06.05.1998	9054,65	1104,920044	1242,25	5264,620117	5992,4	3947,449951	33825	9963	15243,83984	10109,13965		701,590027	11165			4217,950195		376,230011	76,18	310,61	4069,790039	2788	1448,4		
07.05.1998	8976,68	1095,140015	1222,680054	5164,890137	5938	3906,360107	33496	9741,099609	15143,03027	9971,929688		691,419983	11063			4093,530029		379,470001	74,91	304,74	4069,790039	2780,800049	1428,5		
08.05.1998	9055,15	1108,140015	1254,030029	5270,609863	5969,8	3906,360107	34296	9762,400391	15149	10060,37988		693,73999	11220			4210,080078		373,040009	73,98	302,82	4022,199951	2780,5	1420,75		
11.05.1998	9091,52	1106,640015	1237,660034	5348,75	6028,3	4017,23999	35260	9993,599609	15381,90039	10096,37012		680,299988	10983			4254,080078		361,579987	73,98	302,82	4022,199951	2797,600098	1420,75		
12.05.1998	9161,77	1115,790039	1256,410034	5307,819824	5956,7	3987,330078	34760	9839,299805	15322,48047	9841,509766		683,48999	10798			4223,549805		351,859985	72,16	290,72	3945,129883	2786,899902	1400,05		
13.05.1998	9211,84	1118,859985	1263,079956	5371,990234	5972,9	4019,76001	34335	9768,299805	15343,80957	9469,290039		671,030029	10779			4260,5		356,579987	66,97	279,19	3782,76001	2773,699951	1331,98		
14.05.1998	9172,23	1117,369995	1266,150024	5374,109863	5948,5	4011,97998	34167	9854,900391	15307,69043	9591,950195		664,359985	10734			4229,990234		362,940002	65,11	263,66	3897,939941	2759,399902	1301,78		
15.05.1998	9096	1108,72998	1249,48999	5414,310059	5917,8	3990,22998	34145	9836,900391	15242,86035	9538,389648		669	10906			4137		352,829987	62,01	258,1	3849,800049	2765,800049	1322,03		
18.05.1998	9050,91	1105,819946	1242,5	5343,660156	5826,2	3945,310059	32984	9795,200195	15384,46973	9411,969727		637,02002	10205			3970,23999		359	57,35	227,61	3908,47998	2733,300049	1291,74		
19.05.1998	9054,65	1109,52002	1255,589966	5441	5877,8	3980,840088	34099	9959,200195	15551,65039	9449,110352		635,27002	10343			3970,23999		362,529999	57,03	236,58	3924,419922	2742	1278,62		
20.05.1998	9171,48	1119,060059	1237,75	5514,509766	5907,4	4047,919922	34011	10100,40039	15652,9502	9549,179688		642,450012	10408			4094,129883		369,170013	54,61	233,15	3956,929932	2723,199951	1273,78		
21.05.1998	9132,37	1114,640015	1223,699951	5514,509766	5935,6	4047,919922	34592	10089	15845,25	9670,450195		643,059998	10269			4122,25		362,299988	56,17	230,23	3908,790039	2733,5	1319,65		
22.05.1998	9114,44	1110,469971	1214,130005	5530,189941	5955,6	4049,780029	34838	10153,7002	15801,65039	9555,980469		626,390015	10240			4108,02002		353,670013	53,35	225,41	3897,100098	2725,899902	1313,67		
